index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l8_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title,l8_title
161,5,Move Emails to a Different Case,move_email_agents_leaf,/s/articleView?id=sf.move_email_agents.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,move_email_agents_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Move Emails to a Different Case,,,
162,5,Let Agents Move Emails to a Different Case,move_email_admin_leaf,/s/articleView?id=sf.move_email_admin.htm&language=en_US&type=5,cases_set_up_lex_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,cases_set_up_intro_leaf,cases_set_up_lex_leaf,move_email_admin_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Set Up Cases for Agents,In Lightning Experience,Let Agents Move Emails to a Different Case,,,
335,3,Manage and Work with Cases,support_agents_intro_leaf,/s/articleView?id=sf.support_agents_intro.htm&language=en_US&type=5,cases_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,,,,,
336,4,Create and Clone Cases,cases_intro_create_leaf,/s/articleView?id=sf.cases_intro_create.htm&language=en_US&type=5,support_agents_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_create_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Create and Clone Cases,,,,
337,5,Create Cases,cases_create_leaf,/s/articleView?id=sf.cases_create.htm&language=en_US&type=5,cases_intro_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_create_leaf,cases_create_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Create and Clone Cases,Create Cases,,,
338,5,Clone Cases,cases_clone_leaf,/s/articleView?id=sf.cases_clone.htm&language=en_US&type=5,cases_intro_create_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_create_leaf,cases_clone_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Create and Clone Cases,Clone Cases,,,
341,4,Update and Respond to Cases,cases_intro_respond_leaf,/s/articleView?id=sf.cases_intro_respond.htm&language=en_US&type=5,support_agents_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,,,,
342,5,View Case Lists,cases_view_leaf,/s/articleView?id=sf.cases_view.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,cases_view_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,View Case Lists,,,
343,5,Update Multiple Cases,cases_massaction_leaf,/s/articleView?id=sf.cases_massaction.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,cases_massaction_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Update Multiple Cases,,,
344,5,Assign Cases,cases_assign_leaf,/s/articleView?id=sf.cases_assign.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,cases_assign_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Assign Cases,,,
345,5,Share Cases,cases_sharing_leaf,/s/articleView?id=sf.cases_sharing.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,cases_sharing_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Share Cases,,,
346,5,View the Case Milestones,cases_milestones_leaf,/s/articleView?id=sf.cases_milestones.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,cases_milestones_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,View the Case Milestones,,,
347,5,Case Comments,case_comments_leaf,/s/articleView?id=sf.case_comments.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_comments_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Case Comments,,,
348,5,Create and Edit Case Comments,case_comments_edit_leaf,/s/articleView?id=sf.case_comments_edit.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_comments_edit_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Create and Edit Case Comments,,,
349,6,Create and Edit Case Comments on Case Detail Pages,case_comments_create_detail_page_leaf,/s/articleView?id=sf.case_comments_create_detail_page.htm&language=en_US&type=5,case_comments_edit_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_comments_edit_leaf,case_comments_create_detail_page_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Create and Edit Case Comments,Create and Edit Case Comments on Case Detail Pages,,
350,6,Create and Edit Case Comments on Case Edit Pages,case_comments_create_edit_page_leaf,/s/articleView?id=sf.case_comments_create_edit_page.htm&language=en_US&type=5,case_comments_edit_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_comments_edit_leaf,case_comments_create_edit_page_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Create and Edit Case Comments,Create and Edit Case Comments on Case Edit Pages,,
353,5,Use the Case Feed,case_interaction_overview_leaf,/s/articleView?id=sf.case_interaction_overview.htm&language=en_US&type=5,cases_intro_respond_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,,,
354,6,Use Actions to Work with Cases in Case Feed,case_interaction_use_actions_leaf,/s/articleView?id=sf.case_interaction_use_actions.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_use_actions_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,Use Actions to Work with Cases in Case Feed,,
355,6,Use Feed Filters in Case Feed,case_interaction_feed_filters_leaf,/s/articleView?id=sf.case_interaction_feed_filters.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_feed_filters_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,Use Feed Filters in Case Feed,,
356,6,Case Feed and Related Lists,case_interaction_related_lists_leaf,/s/articleView?id=sf.case_interaction_related_lists.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_related_lists_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,Case Feed and Related Lists,,
357,6,"Find, Attach, and Email Articles with the Case Feed Articles Tool",case_interaction_using_articles_leaf,/s/articleView?id=sf.case_interaction_using_articles.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_using_articles_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,"Find, Attach, and Email Articles with the Case Feed Articles Tool",,
358,6,View and Edit Cases from the Case Detail Page in Case Feed,case_interaction_case_detail_page_leaf,/s/articleView?id=sf.case_interaction_case_detail_page.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_case_detail_page_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,View and Edit Cases from the Case Detail Page in Case Feed,,
359,6,Post on Cases and Experience Cloud Site Questions with the Experience Action in the Case Feed,case_interaction_portal_post_leaf,/s/articleView?id=sf.case_interaction_portal_post.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_portal_post_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,Post on Cases and Experience Cloud Site Questions with the Experience Action in the Case Feed,,
360,6,Printable View in Case Feed,case_interaction_printable_view_leaf,/s/articleView?id=sf.case_interaction_printable_view.htm&language=en_US&type=5,case_interaction_overview_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_respond_leaf,case_interaction_overview_leaf,case_interaction_printable_view_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Update and Respond to Cases,Use the Case Feed,Printable View in Case Feed,,
394,4,Email Customers,cases_email_parent_leaf,/s/articleView?id=sf.cases_email_parent.htm&language=en_US&type=5,support_agents_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,,,,
395,5,In Lightning Experience,cases_email_lex_leaf,/s/articleView?id=sf.cases_email_lex.htm&language=en_US&type=5,cases_email_parent_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,cases_email_lex_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Lightning Experience,,,
396,5,In Salesforce Classic,case_interaction_parent_agent_email_leaf,/s/articleView?id=sf.case_interaction_parent_agent_email.htm&language=en_US&type=5,cases_email_parent_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,,,
397,6,Work with Case Emails,cases_email_leaf,/s/articleView?id=sf.cases_email.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,cases_email_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Work with Case Emails,,
398,6,Send and Reply to Email,case_interaction_sending_email_leaf,/s/articleView?id=sf.case_interaction_sending_email.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,case_interaction_sending_email_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Send and Reply to Email,,
399,6,Add Images and Files,case_interaction_attaching_files_to_email_leaf,/s/articleView?id=sf.case_interaction_attaching_files_to_email.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,case_interaction_attaching_files_to_email_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Add Images and Files,,
400,6,Use Email Templates,case_interaction_using_email_templates_leaf,/s/articleView?id=sf.case_interaction_using_email_templates.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,case_interaction_using_email_templates_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Use Email Templates,,
401,6,Work with Draft Emails,case_interaction_draft_emails_leaf,/s/articleView?id=sf.case_interaction_draft_emails.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,case_interaction_draft_emails_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Work with Draft Emails,,
402,6,Review and Approve Email Drafts,case_interaction_approving_drafts_leaf,/s/articleView?id=sf.case_interaction_approving_drafts.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,case_interaction_approving_drafts_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Review and Approve Email Drafts,,
403,6,Customize with Rich Text,case_interaction_rich_text_editor_leaf,/s/articleView?id=sf.case_interaction_rich_text_editor.htm&language=en_US&type=5,case_interaction_parent_agent_email_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,case_interaction_parent_agent_email_leaf,case_interaction_rich_text_editor_leaf,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,In Salesforce Classic,Customize with Rich Text,,
411,5,Set Up a Default No-Reply Email Address,email_default_no_reply_leaf,/s/articleView?id=sf.email_default_no_reply.htm&language=en_US&type=5,cases_email_parent_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,email_default_no_reply_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,Set Up a Default No-Reply Email Address,,,
412,5,Merge Fields for Cases,merge_fields_cases_leaf,/s/articleView?id=sf.merge_fields_cases.htm&language=en_US&type=5,cases_email_parent_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_email_parent_leaf,merge_fields_cases_leaf,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Email Customers,Merge Fields for Cases,,,
431,4,Solve and Close Cases,cases_intro_close_leaf,/s/articleView?id=sf.cases_intro_close.htm&language=en_US&type=5,support_agents_intro_leaf,service_cloud_leaf,support_admins_intro_leaf,cases_intro_leaf,support_agents_intro_leaf,cases_intro_close_leaf,,,,,Service Cloud,Set Up Service Cloud Basics,Cases,Manage and Work with Cases,Solve and Close Cases,,,,
